const,year,mileage,mpg,engineSize,brand_Mercedes-Benz,brand_Volkswagen,brand_Ford,brand_Hyundai,brand_BMW,brand_Vauxhall,brand_Toyota,brand_Skoda,fuelType_Petrol,fuelType_Other,fuelType_Hybrid,fuelType_Electric,transmission_Other,transmission_Manual,transmission_Semi-Auto,R-squared:
-3.10E+06,1541.6081,-0.0897,-50.3226,9290.7823,-345.2981,-3042.9227,-3874.3358,-5651.3512,-2326.3978,-6906.5645,-6337.4461,-4561.7994,1117.3359,3964.4488,4808.4037,1.94E+04,622.1431,-1880.1094,472.5942,0.767
