Category,Coefficient,Std_Error
transmission_Semi-Auto,0.14735964416276093,0.0042194949020040945
transmission_Manual,-0.5407440158805489,0.0035784556912691525
transmission_Other,-0.18786363396230032,0.14513232796617878
