ColumnHeader1,Correlation Coefficient,ColumnHeader2
fuelType_Other,-0.015246714572742976,engineSize_log
fuelType_Other,-0.00038862673665313686,fuelType_Electric
fuelType_Other,-0.008941774440721712,fuelType_Hybrid
fuelType_Other,-0.055662660525747525,fuelType_Petrol
fuelType_Other,-0.02672064917380227,transmission_Semi-Auto
fuelType_Other,0.020760938216242877,transmission_Other
fuelType_Other,-0.04393844215996013,transmission_Manual
fuelType_Hybrid,0.005891693255504886,year
fuelType_Hybrid,0.045058678969267546,price
fuelType_Hybrid,0.0712734434503402,price_log
fuelType_Hybrid,0.003694869113157846,mileage
fuelType_Hybrid,0.014243272355438433,mileage_log
fuelType_Hybrid,0.3757592951505933,mpg
fuelType_Hybrid,0.3053382005381983,mpg_log
fuelType_Hybrid,0.03372652692095323,engineSize
fuelType_Hybrid,0.04406617460907322,engineSize_log
fuelType_Hybrid,-0.0013919465533446247,fuelType_Electric
fuelType_Hybrid,-0.008941774440721712,fuelType_Other
fuelType_Hybrid,-0.19936726210872832,fuelType_Petrol
fuelType_Hybrid,-0.04925073378672427,transmission_Semi-Auto
fuelType_Hybrid,0.010503057236143023,transmission_Other
fuelType_Hybrid,-0.20260428547981052,transmission_Manual
fuelType_Petrol,0.07457234867669665,year
fuelType_Petrol,-0.22922502030032366,price
fuelType_Petrol,-0.27419545652003935,price_log
fuelType_Petrol,-0.22683089676216941,mileage
fuelType_Petrol,-0.12801166125258112,mileage_log
fuelType_Petrol,-0.299712454049225,mpg
fuelType_Petrol,-0.3319487711944203,mpg_log
fuelType_Petrol,-0.5054495550831596,engineSize
fuelType_Petrol,-0.5499885811718724,engineSize_log
fuelType_Petrol,-0.008664885139146069,fuelType_Electric
fuelType_Petrol,-0.055662660525747525,fuelType_Other
fuelType_Petrol,-0.19936726210872832,fuelType_Hybrid
fuelType_Petrol,-0.14074145907819463,transmission_Semi-Auto
fuelType_Petrol,-0.00209531723811695,transmission_Other
fuelType_Petrol,0.2982167859457601,transmission_Manual
transmission_Semi-Auto,0.1722150437618686,year
transmission_Semi-Auto,0.4126584114160802,price
transmission_Semi-Auto,0.4291980380339457,price_log
transmission_Semi-Auto,-0.14397874210288475,mileage
transmission_Semi-Auto,-0.12959334697853375,mileage_log
transmission_Semi-Auto,-0.12862095144159022,mpg
transmission_Semi-Auto,-0.1708371893812051,mpg_log
transmission_Semi-Auto,0.321317793081925,engineSize
transmission_Semi-Auto,0.327222167981741,engineSize_log
transmission_Semi-Auto,-0.004234529259579345,fuelType_Electric
transmission_Semi-Auto,-0.02672064917380227,fuelType_Other
transmission_Semi-Auto,-0.04925073378672427,fuelType_Hybrid
transmission_Semi-Auto,-0.14074145907819463,fuelType_Petrol
transmission_Semi-Auto,-0.005186296432453301,transmission_Other
transmission_Semi-Auto,-0.6256420458749966,transmission_Manual
transmission_Other,0.001107416567440717,year
transmission_Other,-0.0005659809882720085,price
transmission_Other,0.0015359438769355072,price_log
transmission_Other,-0.0027405657264307276,mileage
transmission_Other,-0.0013127145848029565,mileage_log
transmission_Other,0.0003014309844959857,mpg
transmission_Other,0.0004390526790110256,mpg_log
transmission_Other,-0.0052573508568782255,engineSize
transmission_Other,-0.006774447507405306,engineSize_log
transmission_Other,-7.4094116399295e-05,fuelType_Electric
transmission_Other,0.020760938216242877,fuelType_Other
transmission_Other,0.010503057236143023,fuelType_Hybrid
transmission_Other,-0.00209531723811695,fuelType_Petrol
transmission_Other,-0.005186296432453301,transmission_Semi-Auto
transmission_Other,-0.010947236807136386,transmission_Manual
transmission_Manual,-0.13936339878396714,year
transmission_Manual,-0.5466181007900772,price
transmission_Manual,-0.573337610178186,price_log
transmission_Manual,0.1058113838777015,mileage
transmission_Manual,0.11165348013515215,mileage_log
transmission_Manual,0.1071176160814781,mpg
transmission_Manual,0.19343707324158615,mpg_log
transmission_Manual,-0.5063464497481039,engineSize
transmission_Manual,-0.5107073702796026,engineSize_log
transmission_Manual,-0.008938246237039746,fuelType_Electric
transmission_Manual,-0.04393844215996013,fuelType_Other
transmission_Manual,-0.20260428547981052,fuelType_Hybrid
transmission_Manual,0.2982167859457601,fuelType_Petrol
transmission_Manual,-0.6256420458749966,transmission_Semi-Auto
transmission_Manual,-0.010947236807136386,transmission_Other
